	X:TIME(s)	Y:Acc1_Relative-RevJoint1(rad/s^2)	Y:Acc1_Relative-RevJoint2(rad/s^2)	Y:Acc1_Relative-RevJoint3(rad/s^2)	Y:Acc1_Relative-RevJoint4(rad/s^2)	Y:Acc1_Relative-RevJoint5(rad/s^2)	Y:Driving_Torque-RevJoint6(N*m)
  3.0650000e-001 -1.9987491e+002  1.6973633e+002  8.2913787e+002 -1.3014263e+003  3.9632474e+002  8.6111150e-002
  3.0810000e-001 -2.8526584e+002  4.2943607e+002  5.6252304e+002 -1.2901722e+003  5.4071192e+002  9.7623855e-002
  3.0970000e-001 -3.6243302e+002  6.8131200e+002  2.6567696e+002 -1.2233027e+003  6.5813883e+002  1.0732552e-001
  3.1130000e-001 -4.2432299e+002  9.0241854e+002 -3.2607824e+001 -1.1129014e+003  7.4407340e+002  1.1475968e-001
  3.1290000e-001 -4.6735323e+002  1.0779555e+003 -3.0739275e+002 -9.7615661e+002  7.9948691e+002  1.1986052e-001
  3.1450000e-001 -4.9177658e+002  1.2038066e+003 -5.4359974e+002 -8.2962730e+002  8.2929185e+002  1.2289942e-001
  3.1610000e-001 -5.0056275e+002  1.2845632e+003 -7.3689125e+002 -6.8534671e+002  8.3994080e+002  1.2433720e-001
  3.1770000e-001 -4.9778028e+002  1.3294111e+003 -8.9077909e+002 -5.4982426e+002  8.3750670e+002  1.2467552e-001
  3.1940000e-001 -4.8648345e+002  1.3489235e+003 -1.0194621e+003 -4.1760758e+002  8.2588602e+002  1.2433069e-001
  3.2100000e-001 -4.7116033e+002  1.3497907e+003 -1.1165052e+003 -3.0329976e+002  8.0989184e+002  1.2372019e-001
  3.2260000e-001 -4.5325393e+002  1.3399211e+003 -1.1976032e+003 -1.9649668e+002  7.9111113e+002  1.2311020e-001
  3.2420000e-001 -4.3365046e+002  1.3228132e+003 -1.2681503e+003 -9.4563392e+001  7.7077578e+002  1.2270592e-001
  3.2580000e-001 -4.1230162e+002  1.2994839e+003 -1.3313896e+003  4.8874760e+000  7.4958883e+002  1.2266626e-001
  3.2740000e-001 -3.8827352e+002  1.2685013e+003 -1.3881803e+003  1.0359386e+002  7.2793560e+002  1.2311673e-001
  3.2900000e-001 -3.5973841e+002  1.2258556e+003 -1.4366281e+003  2.0225892e+002  7.0602061e+002  1.2415135e-001
  3.3060000e-001 -3.2395383e+002  1.1647303e+003 -1.4715074e+003  3.0005098e+002  6.8395050e+002  1.2581903e-001
  3.3230000e-001 -2.7399312e+002  1.0686830e+003 -1.4833527e+003  3.9956406e+002  6.6039045e+002  1.2824806e-001
  3.3390000e-001 -2.1159291e+002  9.3662929e+002 -1.4566859e+003  4.8277343e+002  6.3812382e+002  1.3096946e-001
  3.3550000e-001 -1.3109305e+002  7.5282635e+002 -1.3771129e+003  5.4655863e+002  6.1570682e+002  1.3371841e-001
  3.3710000e-001 -3.2203110e+001  5.1212074e+002 -1.2309174e+003  5.8003437e+002  5.9294030e+002  1.3585942e-001
  3.3870000e-001  8.0369869e+001  2.2196993e+002 -1.0143109e+003  5.7412764e+002  5.6941976e+002  1.3658980e-001
  3.4030000e-001  1.9624144e+002 -9.3825960e+001 -7.4062843e+002  5.2656281e+002  5.4457421e+002  1.3518396e-001
  3.4190000e-001  3.0188670e+002 -3.9974554e+002 -4.4043057e+002  4.4504932e+002  5.1790082e+002  1.3132224e-001
  3.4350000e-001  3.8573660e+002 -6.6141745e+002 -1.5134613e+002  3.4532319e+002  4.8930057e+002  1.2527646e-001
  3.4520000e-001  4.4504025e+002 -8.6836281e+002  1.0995534e+002  2.3879713e+002  4.5733066e+002  1.1729293e-001
  3.4680000e-001  4.7439032e+002 -9.9393363e+002  2.9792851e+002  1.5142057e+002  4.2666541e+002  1.0923623e-001
  3.4840000e-001  4.8381730e+002 -1.0632109e+003  4.3052426e+002  8.2629209e+001  3.9636746e+002  1.0138495e-001
  3.5000000e-001  4.7994387e+002 -1.0916008e+003  5.1705074e+002  3.2952138e+001  3.6711098e+002  9.4177322e-002
  3.5160000e-001  4.6846256e+002 -1.0936542e+003  5.6921162e+002  9.7020272e-003  3.3925579e+002  8.7805874e-002
  3.5320000e-001  4.5351686e+002 -1.0807366e+003  5.9769428e+002 -1.9549204e+001  3.1289264e+002  8.2299218e-002
  3.5480000e-001  4.3780874e+002 -1.0607866e+003  6.1092943e+002 -2.8968198e+001  2.8793216e+002  7.7598427e-002
  3.5650000e-001  4.2207921e+002 -1.0376088e+003  6.1511634e+002 -3.0880922e+001  2.6273678e+002  7.3381213e-002
  3.5810000e-001  4.0910029e+002 -1.0172151e+003  6.1420748e+002 -2.7242627e+001  2.4002574e+002  7.0038716e-002
  3.5970000e-001  3.9832575e+002 -1.0000521e+003  6.1150118e+002 -1.9879935e+001  2.1803703e+002  6.7211449e-002
  3.6130000e-001  3.8991996e+002 -9.8712602e+002  6.0889383e+002 -9.8658775e+000  1.9652753e+002  6.4823754e-002
  3.6290000e-001  3.8390585e+002 -9.7896936e+002  6.0765604e+002  2.0668386e+000  1.7525657e+002  6.2815849e-002
  3.6450000e-001  3.8023044e+002 -9.7583611e+002  6.0863925e+002  1.5453886e+001  1.5397958e+002  6.1143230e-002
  3.6610000e-001  3.7879803e+002 -9.7781149e+002  6.1240484e+002  3.0053773e+001  1.3243650e+002  5.9775530e-002
  3.6770000e-001  3.7947997e+002 -9.8485856e+002  6.1929207e+002  4.5827393e+001  1.1033591e+002  5.8695443e-002
  3.6940000e-001  3.8232881e+002 -9.9771575e+002  6.3017462e+002  6.4063385e+001  8.5858343e+001  5.7857586e-002
  3.7100000e-001  3.8675039e+002 -1.0144911e+003  6.4364536e+002  8.3046586e+001  6.1438913e+001  5.7368098e-002
  3.7260000e-001  3.9247492e+002 -1.0351001e+003  6.5976173e+002  1.0451242e+002  3.5137691e+001  5.7187957e-002
  3.7420000e-001  3.9890159e+002 -1.0583061e+003  6.7750228e+002  1.2954369e+002  6.2822051e+000  5.7347313e-002
  3.7580000e-001  4.0506672e+002 -1.0819696e+003  6.9500149e+002  1.5970687e+002 -2.5967874e+001  5.7885733e-002
  3.7740000e-001  4.0943773e+002 -1.1025163e+003  7.0909881e+002  1.9717031e+002 -6.2628000e+001  5.8847903e-002
  3.7900000e-001  4.0963743e+002 -1.1142061e+003  7.1473356e+002  2.4478153e+002 -1.0483929e+002  6.0273874e-002
  3.8060000e-001  4.0213517e+002 -1.1082825e+003  7.0427386e+002  3.0598471e+002 -1.5369515e+002  6.2179697e-002
  3.8230000e-001  3.8023668e+002 -1.0687532e+003  6.6360512e+002  3.8988387e+002 -2.1358932e+002  6.4682296e-002
  3.8390000e-001  3.4017552e+002 -9.8376392e+002  5.8380009e+002  4.8914867e+002 -2.7685182e+002  6.7327202e-002
  3.8550000e-001  2.7526700e+002 -8.3629864e+002  4.5105258e+002  6.0708649e+002 -3.4387043e+002  6.9935138e-002
  3.8710000e-001  1.8252141e+002 -6.1729772e+002  2.5970763e+002  7.3653056e+002 -4.0864836e+002  7.2028841e-002
  3.8870000e-001  6.5180139e+001 -3.3331009e+002  1.8244352e+001  8.6294835e+002 -4.6250569e+002  7.3064652e-002
  3.9030000e-001 -6.5668824e+001 -1.1249160e+001 -2.4758126e+002  9.6728338e+002 -4.9657592e+002  7.2644218e-002
  3.9190000e-001 -1.9385112e+002  3.0800578e+002 -5.0153205e+002  1.0331020e+003 -5.0556065e+002  7.0729743e-002
  3.9350000e-001 -3.0446552e+002  5.8568299e+002 -7.1133986e+002  1.0535397e+003 -4.9004624e+002  6.7686276e-002
  3.9520000e-001 -3.9366952e+002  8.1038115e+002 -8.6749284e+002  1.0302283e+003 -4.5287974e+002  6.3878054e-002
  3.9680000e-001 -4.5049194e+002  9.5286067e+002 -9.5211403e+002  9.7720916e+002 -4.0598708e+002  6.0350911e-002
  3.9840000e-001 -4.8554013e+002  1.0388137e+003 -9.8715013e+002  9.0573986e+002 -3.5369552e+002  5.7277404e-002
  4.0000000e-001 -5.0480682e+002  1.0827833e+003 -9.8588482e+002  8.2448288e+002 -2.9977094e+002  5.4847769e-002
  4.0160000e-001 -5.1370428e+002  1.0981733e+003 -9.5975285e+002  7.3856698e+002 -2.4595385e+002  5.3103113e-002
  4.0320000e-001 -5.1627789e+002  1.0951497e+003 -9.1692053e+002  6.5025399e+002 -1.9264166e+002  5.1992815e-002
  4.0480000e-001 -5.1517377e+002  1.0805031e+003 -8.6251160e+002  5.5998944e+002 -1.3955637e+002  5.1416704e-002
  4.0650000e-001 -5.1164347e+002  1.0567192e+003 -7.9523537e+002  4.6146391e+002 -8.2891754e+001  5.1249854e-002
  4.0810000e-001 -5.0680531e+002  1.0288168e+003 -7.2461656e+002  3.6566255e+002 -2.8995933e+001  5.1367884e-002
  4.0970000e-001 -5.0062813e+002  9.9650455e+002 -6.4787490e+002  2.6666120e+002  2.5400136e+001  5.1609637e-002
  4.1130000e-001 -4.9293756e+002  9.6010435e+002 -5.6591228e+002  1.6490745e+002  7.9817758e+001  5.1839457e-002
  4.1290000e-001 -4.8345165e+002  9.1978097e+002 -4.7994078e+002  6.1616088e+001  1.3336897e+002  5.1935102e-002
  4.1450000e-001 -4.7192808e+002  8.7583064e+002 -3.9161575e+002 -4.1306842e+001  1.8486436e+002  5.1797756e-002
  4.1610000e-001 -4.5826614e+002  8.2883148e+002 -3.0297577e+002 -1.4150661e+002  2.3299141e+002  5.1361111e-002
  4.1770000e-001 -4.4255672e+002  7.7966213e+002 -2.1623192e+002 -2.3653249e+002  2.7652438e+002  5.0596892e-002
  4.1940000e-001 -4.2393715e+002  7.2626407e+002 -1.2848409e+002 -3.2940693e+002  3.1669031e+002  4.9437570e-002
  4.2100000e-001 -4.0504460e+002  6.7613252e+002 -5.1839024e+001 -4.0754705e+002  3.4820436e+002  4.8064861e-002
  4.2260000e-001 -3.8532950e+002  6.2719368e+002  1.7913552e+001 -4.7585925e+002  3.7353442e+002  4.6486034e-002
  4.2420000e-001 -3.6528085e+002  5.8026739e+002  8.0314224e+001 -5.3427938e+002  3.9299733e+002  4.4777441e-002
  4.2580000e-001 -3.4532468e+002  5.3588173e+002  1.3549201e+002 -5.8336938e+002  4.0720338e+002  4.3015653e-002
  4.2740000e-001 -3.2578988e+002  4.9426501e+002  1.8404134e+002 -6.2413516e+002  4.1693754e+002  4.1269958e-002
  4.2900000e-001 -3.0689665e+002  4.5537936e+002  2.2687100e+002 -6.5783431e+002  4.2304990e+002  3.9598129e-002
  4.3060000e-001 -2.8876195e+002  4.1897651e+002  2.6506034e+002 -6.8581030e+002  4.2637114e+002  3.8045040e-002
  4.3230000e-001 -2.7035659e+002  3.8257271e+002  3.0181972e+002 -7.1072404e+002  4.2768596e+002  3.6561326e-002
  4.3390000e-001 -2.5380380e+002  3.4993261e+002  3.3398611e+002 -7.3089603e+002  4.2752364e+002  3.5344721e-002
  4.3550000e-001 -2.3790778e+002  3.1831532e+002  3.6483939e+002 -7.4894519e+002  4.2655104e+002  3.4316739e-002
  4.3710000e-001 -2.2255061e+002  2.8716912e+002  3.9529647e+002 -7.6573642e+002  4.2519424e+002  3.3485678e-002
  4.3870000e-001 -2.0759950e+002  2.5595312e+002  4.2616364e+002 -7.8197551e+002  4.2378181e+002  3.2856403e-002
  4.4030000e-001 -1.9291807e+002  2.2415204e+002  4.5814152e+002 -7.9822457e+002  4.2255727e+002  3.2432120e-002
  4.4190000e-001 -1.7837512e+002  1.9128482e+002  4.9183645e+002 -8.1492092e+002  4.2169082e+002  3.2215821e-002
  4.4350000e-001 -1.6385115e+002  1.5690890e+002  5.2777543e+002 -8.3239598e+002  4.2128829e+002  3.2211447e-002
  4.4520000e-001 -1.4832536e+002  1.1828104e+002  5.6893747e+002 -8.5208516e+002  4.2141966e+002  3.2445571e-002
  4.4680000e-001 -1.3353736e+002  7.9561701e+001  6.1091812e+002 -8.7184076e+002  4.2205264e+002  3.2899685e-002
  4.4840000e-001 -1.1851733e+002  3.8211958e+001  6.5643306e+002 -8.9286857e+002  4.2309193e+002  3.3592658e-002
  4.5000000e-001 -1.0322716e+002 -6.0727263e+000  7.0584640e+002 -9.1516464e+002  4.2436311e+002  3.4540247e-002
  4.5160000e-001 -8.7650203e+001 -5.3577155e+001  7.5950440e+002 -9.3861076e+002  4.2557171e+002  3.5762216e-002
  4.5320000e-001 -7.1789804e+001 -1.0457021e+002  8.1772071e+002 -9.6291678e+002  4.2625077e+002  3.7282176e-002
  4.5480000e-001 -5.5668017e+001 -1.5929927e+002  8.8072985e+002 -9.8751778e+002  4.2567980e+002  3.9126685e-002
  4.5650000e-001 -3.8299035e+001 -2.2176301e+002  9.5298130e+002 -1.0128363e+003  4.2246949e+002  4.1472539e-002
  4.5810000e-001 -2.1797939e+001 -2.8468972e+002  1.0256068e+003 -1.0340342e+003  4.1524096e+002  4.4067963e-002
  4.5970000e-001 -5.2622189e+000 -3.5141530e+002  1.1015673e+003 -1.0496660e+003  4.0139311e+002  4.7048814e-002
  4.6130000e-001  1.1113525e+001 -4.2114835e+002  1.1783183e+003 -1.0549461e+003  3.7729256e+002  5.0394129e-002
  4.6290000e-001  2.6984414e+001 -4.9200931e+002  1.2509201e+003 -1.0424450e+003  3.3783141e+002  5.4025249e-002
  4.6450000e-001  4.1747085e+001 -5.6024071e+002  1.3106533e+003 -1.0011970e+003  2.7621839e+002  5.7763657e-002
  4.6610000e-001  5.4401839e+001 -6.1918541e+002  1.3434741e+003 -9.1624888e+002  1.8428805e+002  6.1275692e-002
  4.6770000e-001  6.3450066e+001 -6.5842633e+002  1.3292318e+003 -7.6981085e+002  5.4038866e+001  6.4021600e-002
  4.6940000e-001  6.6989630e+001 -6.6306354e+002  1.2354674e+003 -5.2909650e+002 -1.3090585e+002  6.5267029e-002
  4.7100000e-001  6.2799205e+001 -6.1805147e+002  1.0518192e+003 -2.1798963e+002 -3.4279820e+002  6.4022706e-002
  4.7260000e-001  5.0898300e+001 -5.1857013e+002  7.7283119e+002  1.5565565e+002 -5.7056360e+002  5.9909956e-002
  4.7420000e-001  3.3235989e+001 -3.7308472e+002  4.2470990e+002  5.4612096e+002 -7.8133534e+002  5.3098051e-002
  4.7580000e-001  1.3891605e+001 -2.0517230e+002  5.8176981e+001  8.9568510e+002 -9.4225579e+002  4.4533583e-002
  4.7740000e-001 -2.6574733e+000 -4.3784069e+001 -2.7285677e+002  1.1598627e+003 -1.0352899e+003  3.5562002e-002
  4.7900000e-001 -1.3471079e+001  8.9288253e+001 -5.3354999e+002  1.3236908e+003 -1.0626112e+003  2.7345546e-002
  4.8060000e-001 -1.7809034e+001  1.8515543e+002 -7.1502554e+002  1.3986754e+003 -1.0401505e+003  2.0523266e-002
  4.8230000e-001 -1.6282579e+001  2.4822073e+002 -8.3188261e+002  1.4079460e+003 -9.8344229e+002  1.4953091e-002
  4.8390000e-001 -1.0622701e+001  2.7834172e+002 -8.8814470e+002  1.3759732e+003 -9.1604617e+002  1.1120645e-002
  4.8550000e-001 -2.3201378e+000  2.8807976e+002 -9.0911727e+002  1.3236733e+003 -8.4596226e+002  8.3844155e-003
  4.8710000e-001  7.5187820e+000  2.8408924e+002 -9.0778821e+002  1.2634807e+003 -7.7924942e+002  6.4838664e-003
  4.8870000e-001  1.8123749e+001  2.7138275e+002 -8.9340145e+002  1.2028905e+003 -7.1885164e+002  5.2052006e-003
  4.9030000e-001  2.8995070e+001  2.5349535e+002 -8.7215665e+002  1.1460436e+003 -6.6584467e+002  4.3878251e-003
  4.9190000e-001  3.9825525e+001  2.3283266e+002 -8.4807244e+002  1.0950044e+003 -6.2029357e+002  3.9174236e-003
  4.9350000e-001  5.0436505e+001  2.1100235e+002 -8.2370802e+002  1.0506374e+003 -5.8177496e+002  3.7160143e-003
  4.9520000e-001  6.1365115e+001  1.8771439e+002 -7.9931795e+002  1.0110421e+003 -5.4786165e+002  3.7406014e-003
  4.9680000e-001  7.1285017e+001  1.6644309e+002 -7.7885291e+002  9.8075993e+002 -5.2184876e+002  3.9574503e-003
  4.9840000e-001  8.0849807e+001  1.4626602e+002 -7.6149069e+002  9.5700296e+002 -5.0092120e+002  4.3488069e-003
  5.0000000e-001  9.0088832e+001  1.2747787e+002 -7.4769738e+002  9.3949887e+002 -4.8450822e+002  4.9150525e-003
  5.0160000e-001  9.9058304e+001  1.1025769e+002 -7.3781966e+002  9.2799067e+002 -4.7209428e+002  5.6685470e-003
  5.0320000e-001  1.0784364e+002  9.4690206e+001 -7.3212857e+002  9.2224549e+002 -4.6320098e+002  6.6336489e-003
  5.0480000e-001  1.1656595e+002  8.0768591e+001 -7.3083163e+002  9.2203449e+002 -4.5735467e+002  7.8478648e-003
  5.0650000e-001  1.2595296e+002  6.7651010e+001 -7.3440561e+002  9.2756379e+002 -4.5390071e+002  9.4704079e-003
  5.0810000e-001  1.3514507e+002  5.6605431e+001 -7.4240622e+002  9.3773825e+002 -4.5257187e+002  1.1386486e-002
  5.0970000e-001  1.4500901e+002  4.6338548e+001 -7.5461085e+002  9.5198860e+002 -4.5221708e+002  1.3777511e-002
  5.1130000e-001  1.5597801e+002  3.6064829e+001 -7.7026381e+002  9.6901826e+002 -4.5156889e+002  1.6767401e-002
  5.1290000e-001  1.6862889e+002  2.4543549e+001 -7.8781762e+002  9.8656932e+002 -4.4873725e+002  2.0511001e-002
  5.1450000e-001  1.8370571e+002  9.8861159e+000 -8.0443600e+002  1.0008347e+003 -4.4089877e+002  2.5191854e-002
  5.1610000e-001  2.0211158e+002 -1.0656276e+001 -8.1530969e+002  1.0056742e+003 -4.2393289e+002  3.1006448e-002
  5.1770000e-001  2.2481665e+002 -4.0822913e+001 -8.1288395e+002  9.9177344e+002 -3.9213337e+002  3.8120499e-002
  5.1940000e-001  2.5450646e+002 -8.8491651e+001 -7.8364389e+002  9.4199827e+002 -3.3406602e+002  4.7147185e-002
  5.2100000e-001  2.8769420e+002 -1.5260069e+002 -7.1711110e+002  8.4607031e+002 -2.4877507e+002  5.6766749e-002
  5.2260000e-001  3.2437760e+002 -2.3726796e+002 -6.0046436e+002  6.8908069e+002 -1.2917007e+002  6.6744771e-002
  5.2420000e-001  3.6078978e+002 -3.3876373e+002 -4.2982638e+002  4.6829369e+002  2.1636850e+001  7.5813939e-002
  5.2580000e-001  3.9135881e+002 -4.4599238e+002 -2.1663123e+002  1.9952348e+002  1.8951275e+002  8.2403716e-002
  5.2740000e-001  4.1063250e+002 -5.4284220e+002  1.1636807e+001 -8.2805210e+001  3.5149193e+002  8.5246177e-002
  5.2900000e-001  4.1582914e+002 -6.1482504e+002  2.2135789e+002 -3.3816921e+002  4.8469782e+002  8.3997335e-002
  5.3060000e-001  4.0798426e+002 -6.5528949e+002  3.8726247e+002 -5.3722995e+002  5.7596609e+002  7.9357349e-002
  5.3230000e-001  3.8957698e+002 -6.6632526e+002  5.0562341e+002 -6.7682790e+002  6.2665394e+002  7.2155057e-002
  5.3390000e-001  3.6736988e+002 -6.5454548e+002  5.6774317e+002 -7.4824634e+002  6.3962511e+002  6.4576906e-002
  5.3550000e-001  3.4395881e+002 -6.2976588e+002  5.9373724e+002 -7.7648069e+002  6.3013946e+002  5.7150296e-002
  5.3710000e-001  3.2146088e+002 -5.9860706e+002  5.9547387e+002 -7.7633993e+002  6.0783136e+002  5.0374497e-002
  5.3870000e-001  3.0088761e+002 -5.6542752e+002  5.8248075e+002 -7.5956583e+002  5.7965571e+002  4.4449412e-002
  5.4030000e-001  2.8252784e+002 -5.3268596e+002  5.6142528e+002 -7.3432406e+002  5.5004631e+002  3.9396847e-002
  5.4190000e-001  2.6627101e+002 -5.0152856e+002  5.3656287e+002 -7.0581834e+002  5.2155884e+002  3.5150779e-002
  5.4350000e-001  2.5181965e+002 -4.7229349e+002  5.1040501e+002 -6.7713433e+002  4.9550844e+002  3.1611806e-002
  5.4520000e-001  2.3803722e+002 -4.4320089e+002  4.8268911e+002 -6.4833145e+002  4.7111138e+002  2.8509795e-002
  5.4680000e-001  2.2616086e+002 -4.1729774e+002  4.5730647e+002 -6.2362375e+002  4.5134465e+002  2.6108480e-002
  5.4840000e-001  2.1500224e+002 -3.9236112e+002  4.3276088e+002 -6.0149373e+002  4.3452782e+002  2.4124356e-002
  5.5000000e-001  2.0426456e+002 -3.6791243e+002  4.0894699e+002 -5.8186446e+002  4.2038379e+002  2.2486753e-002
  5.5160000e-001  1.9369643e+002 -3.4349991e+002  3.8562594e+002 -5.6447492e+002  4.0856952e+002  2.1136396e-002
  5.5320000e-001  1.8309497e+002 -3.1873074e+002  3.6250418e+002 -5.4896056e+002  3.9871055e+002  2.0023604e-002
  5.5480000e-001  1.7230866e+002 -2.9329566e+002  3.3928872e+002 -5.3490540e+002  3.9042065e+002  1.9106541e-002
  5.5650000e-001  1.6053788e+002 -2.6531349e+002  3.1423982e+002 -5.2108866e+002  3.8290113e+002  1.8307025e-002
  5.5810000e-001  1.4912663e+002 -2.3799017e+002  2.9011994e+002 -5.0869720e+002  3.7664397e+002  1.7687394e-002
  5.5970000e-001  1.3741254e+002 -2.0976030e+002  2.6539334e+002 -4.9651446e+002  3.7082482e+002  1.7170361e-002
  5.6130000e-001  1.2547093e+002 -1.8080534e+002  2.4009421e+002 -4.8422404e+002  3.6512898e+002  1.6734141e-002
  5.6290000e-001  1.1342558e+002 -1.5142537e+002  2.1436825e+002 -4.7158715e+002  3.5928838e+002  1.6360489e-002
  5.6450000e-001  1.0143791e+002 -1.2201617e+002  1.8846233e+002 -4.5845416e+002  3.5309206e+002  1.6034520e-002
  5.6610000e-001  8.9692462e+001 -9.3035685e+001  1.6270284e+002 -4.4476864e+002  3.4639358e+002  1.5744558e-002
  5.6770000e-001  7.8380223e+001 -6.4963847e+001  1.3746507e+002 -4.3056297e+002  3.3911353e+002  1.5481944e-002
  5.6940000e-001  6.7037220e+001 -3.6647041e+001  1.1165635e+002 -4.1502210e+002  3.3072517e+002  1.5226295e-002
  5.7100000e-001  5.7160501e+001 -1.1838515e+001  8.8698662e+001 -4.0015050e+002  3.2225967e+002  1.5003977e-002
  5.7260000e-001  4.8178774e+001  1.0863479e+001  6.7353757e+001 -3.8524759e+002  3.1332843e+002  1.4797720e-002
  5.7420000e-001  4.0167183e+001  3.1249519e+001  4.7861596e+001 -3.7052674e+002  3.0404586e+002  1.4607230e-002
  5.7580000e-001  3.3158251e+001  4.9215978e+001  3.0379003e+001 -3.5619236e+002  2.9453968e+002  1.4433028e-002
  5.7740000e-001  2.7145351e+001  6.4757892e+001  1.4979053e+001 -3.4242458e+002  2.8493787e+002  1.4276004e-002
  5.7900000e-001  2.2089022e+001  7.7954317e+001  1.6581809e+000 -3.2936929e+002  2.7535826e+002  1.4137053e-002
  5.8060000e-001  1.7924754e+001  8.8949612e+001 -9.6516245e+000 -3.1713338e+002  2.6590150e+002  1.4016816e-002
  5.8230000e-001  1.4386273e+001  9.8433288e+001 -1.9597202e+001 -3.0510529e+002  2.5607674e+002  1.3909804e-002
  5.8390000e-001  1.1793738e+001  1.0551864e+002 -2.7170121e+001 -2.9473123e+002  2.4709894e+002  1.3828283e-002
  5.8550000e-001  9.8200700e+000  1.1105274e+002 -3.3188041e+001 -2.8527202e+002  2.3841667e+002  1.3764512e-002
  5.8710000e-001  8.3722513e+000  1.1526291e+002 -3.7835491e+001 -2.7669787e+002  2.3004367e+002  1.3717126e-002
  5.8870000e-001  7.3622231e+000  1.1836621e+002 -4.1297775e+001 -2.6895820e+002  2.2197653e+002  1.3684294e-002
  5.9030000e-001  6.7090221e+000  1.2056383e+002 -4.3754760e+001 -2.6198672e+002  2.1419762e+002  1.3663775e-002
  5.9190000e-001  6.3399460e+000  1.2203774e+002 -4.5376800e+001 -2.5570589e+002  2.0667798e+002  1.3652977e-002
  5.9350000e-001  6.1909897e+000  1.2294940e+002 -4.6322383e+001 -2.5003052e+002  1.9938000e+002  1.3649012e-002
  5.9520000e-001  6.2121082e+000  1.2345915e+002 -4.6748464e+001 -2.4456319e+002  1.9181953e+002  1.3648773e-002
  5.9680000e-001  6.3514249e+000  1.2363383e+002 -4.6744013e+001 -2.3984964e+002  1.8483513e+002  1.3648765e-002
  5.9840000e-001  6.5665522e+000  1.2361656e+002 -4.6468254e+001 -2.3545973e+002  1.7792610e+002  1.3645378e-002
  6.0000000e-001  6.8253231e+000  1.2349205e+002 -4.6028682e+001 -2.3130026e+002  1.7104036e+002  1.3634965e-002
  6.0160000e-001  7.1017896e+000  1.2332987e+002 -4.5522063e+001 -2.2727926e+002  1.6412601e+002  1.3613782e-002
  6.0320000e-001  7.3755606e+000  1.2318604e+002 -4.5035409e+001 -2.2330665e+002  1.5713237e+002  1.3578027e-002
  6.0480000e-001  7.6311923e+000  1.2310446e+002 -4.4646875e+001 -2.1929492e+002  1.5001097e+002  1.3523874e-002
  6.0650000e-001  7.8706418e+000  1.2312287e+002 -4.4419770e+001 -2.1489533e+002  1.4225393e+002  1.3441931e-002
  6.0810000e-001  8.0583476e+000  1.2326353e+002 -4.4446349e+001 -2.1054090e+002  1.3473061e+002  1.3337921e-002
  6.0970000e-001  8.2059583e+000  1.2353853e+002 -4.4762078e+001 -2.0590212e+002  1.2695478e+002  1.3204184e-002
  6.1130000e-001  8.3130831e+000  1.2395447e+002 -4.5414803e+001 -2.0090904e+002  1.1889656e+002  1.3037352e-002
  6.1290000e-001  8.3820291e+000  1.2451101e+002 -4.6445351e+001 -1.9549833e+002  1.1053295e+002  1.2834338e-002
  6.1450000e-001  8.4174516e+000  1.2520162e+002 -4.7887380e+001 -1.8961436e+002  1.0184871e+002  1.2592424e-002
  6.1610000e-001  8.4260049e+000  1.2601428e+002 -4.9767108e+001 -1.8321046e+002  9.2837144e+001  1.2309342e-002
  6.1770000e-001  8.4159810e+000  1.2693221e+002 -5.2102988e+001 -1.7625011e+002  8.3500780e+001  1.1983362e-002
  6.1940000e-001  8.3956724e+000  1.2799955e+002 -5.5096109e+001 -1.6821706e+002  7.3238916e+001  1.1588774e-002
  6.2100000e-001  8.3784349e+000  1.2906544e+002 -5.8396141e+001 -1.6004330e+002  6.3282626e+001  1.1171587e-002
  6.2260000e-001  8.3740717e+000  1.3016394e+002 -6.2157400e+001 -1.5127593e+002  5.3070756e+001  1.0710362e-002
  6.2420000e-001  8.3933604e+000  1.3126746e+002 -6.6364242e+001 -1.4192991e+002  4.2645881e+001  1.0206281e-002
  6.2580000e-001  8.4465642e+000  1.3234815e+002 -7.0992714e+001 -1.3203408e+002  3.2059504e+001  9.6613423e-003
  6.2740000e-001  8.5429787e+000  1.3337897e+002 -7.6011039e+001 -1.2163077e+002  2.1370961e+001  9.0783432e-003
  6.2900000e-001  8.6905036e+000  1.3433470e+002 -8.1380374e+001 -1.1077501e+002  1.0645971e+001  8.4608404e-003
  6.3060000e-001  8.8952580e+000  1.3519296e+002 -8.7055831e+001 -9.9533104e+001 -4.5141592e-002  7.8130768e-003
  6.3230000e-001  9.1799704e+000  1.3597722e+002 -9.3365799e+001 -8.7250464e+001 -1.1285750e+001  7.0970805e-003
  6.3390000e-001  9.5128313e+000  1.3658036e+002 -9.9512056e+001 -7.5459821e+001 -2.1676258e+001  6.4026651e-003
  6.3550000e-001  9.9076784e+000  1.3704343e+002 -1.0580354e+002 -6.3535584e+001 -3.1810705e+001  5.6940666e-003
  6.3710000e-001  1.0361023e+001  1.3736283e+002 -1.1218539e+002 -5.1567871e+001 -4.1621771e+001  4.9770530e-003
  6.3870000e-001  1.0866919e+001  1.3754046e+002 -1.1860424e+002 -3.9646056e+001 -5.1048130e+001  4.2573830e-003
  6.4030000e-001  1.1417124e+001  1.3758355e+002 -1.2500969e+002 -2.7856206e+001 -6.0036085e+001  3.5406531e-003
  6.4190000e-001  1.2001350e+001  1.3750432e+002 -1.3135552e+002 -1.6278762e+001 -6.8540848e+001  2.8321577e-003
